id,title,year,place,type,link,image,Filename
dc00101820,Gürtel und Ringe; Blatt aus einer Folge von Goldschmiedearbeiten,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c28891c,dc00101820.m57d2f3c28891c
dc00101821,Degenschaft,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c37f09c,dc00101821.m57d2f3c37f09c
dc00101822,Zwei Beschläge,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c486deb,dc00101822.m57d2f3c486deb
dc00101823,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c5a0f0c,dc00101823.m57d2f3c5a0f0c
dc00101824,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c6b9b4d,dc00101824.m57d2f3c6b9b4d
dc00101825,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c7afdea,dc00101825.m57d2f3c7afdea
dc00101826,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c8a849b,dc00101826.m57d2f3c8a849b
dc00101827,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3c990d40,dc00101827.m57d2f3c990d40
dc00101828,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ca7b84a,dc00101828.m57d2f3ca7b84a
dc00101829,Umrahmung mit Wappen,1578,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3cb6fe1e,dc00101829.m57d2f3cb6fe1e
dc00101830,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3cc6b89d,dc00101830.m57d2f3cc6b89d
dc00101831,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3cd621d8,dc00101831.m57d2f3cd621d8
dc00101832,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ce69602,dc00101832.m57d2f3ce69602
dc00101833,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3cf87634,dc00101833.m57d2f3cf87634
dc00101834,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d0915eb,dc00101834.m57d2f3d0915eb
dc00101835,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d1962ec,dc00101835.m57d2f3d1962ec
dc00101836,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d294205,dc00101836.m57d2f3d294205
dc00101837,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d38c083,dc00101837.m57d2f3d38c083
dc00101838,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d4b3b15,dc00101838.m57d2f3d4b3b15
dc00101839,Umrahmung mit Wappen,1592,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d5aada2,dc00101839.m57d2f3d5aada2
dc00101840,Schalenboden mit Medaillon der Caritas; umgeben von den sieben Werken der Barmherzigkeit,1558,Lüttich ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d696956,dc00101840.m57d2f3d696956
dc00101841,Schalenboden mit Medaillon mit dem Brustbild von Wilhelm I von Oranien als De Hoopman van Weisheyt,1558,Lüttich ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d7b5551,dc00101841.m57d2f3d7b5551
dc00101842,Schalenboden mit drei Medaillons römischer Kaiser,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d8bce56,dc00101842.m57d2f3d8bce56
dc00101843,Schalenboden mit drei Medaillons römischer Kaiser,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3d9cb8c5,dc00101843.m57d2f3d9cb8c5
dc00101844,Schalenboden mit Medaillon mit dem Brustbild des Fürsten Alva als De Hoopman va Narheit,1558,Lüttich ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3db11036,dc00101844.m57d2f3db11036
dc00101845,Schalenboden mit Medaillon mit einem Narren; Hoffart und Hochmut symbolisierend,1558,Lüttich ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3dc37c33,dc00101845.m57d2f3dc37c33
dc00101846,Ornamentfries mit Medaillons; Titelblatt der Folge „Grotisch fur alle kunstler. Grotis pour tous artisien“ ,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3dd29737,dc00101846.m57d2f3dd29737
dc00101847,Ornamentfries mit Medaillon mit Allegorie der Religion; Blatt aus der Folge „Grotisch fur alle kunstler. Grotis pour tous artisien“ ,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3de0dfeb,dc00101847.m57d2f3de0dfeb
dc00101848,Ornamentfries mit Medaillon mit dem Guten Hirten; Blatt aus der Folge „Grotisch fur alle kunstler. Grotis pour tous artisien“ ,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3dee4979,dc00101848.m57d2f3dee4979
dc00101849,Triumphbogen mit Figuren; Titelblatt der Folge Dionysii Lebei Batilli Regii Mediomatricv Praesidis Emblemata,1558,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3dfb6b21,dc00101849.m57d2f3dfb6b21
dc00101850,Friesornament; Blatt aus der Folge „Spitzen und Laubwerck; fur die Goltschmit“,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e0a7b2b,dc00101850.m57d2f3e0a7b2b
dc00101851,Zwei Gabeln; ein Petschaft und ein Knaufmotiv,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e14e516,dc00101851.m57d2f3e14e516
dc00101852,Messergriffe,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e22945f,dc00101852.m57d2f3e22945f
dc00101853,Messergriffe,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e316520,dc00101853.m57d2f3e316520
dc00101854,Messergriffe,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e3f34e0,dc00101854.m57d2f3e3f34e0
dc00101855,Schlüsselanhänger; Blatt aus der Folge Des Pendants de Cleffs pour les Femmes,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e4b048f,dc00101855.m57d2f3e4b048f
dc00101856,Schlüsselanhänger; Blatt aus der Folge Des Pendants de Cleffs pour les Femmes,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e5762b3,dc00101856.m57d2f3e5762b3
dc00101857,Schlüsselanhänger; Blatt aus der Folge Des Pendants de Cleffs pour les Femmes,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e667f77,dc00101857.m57d2f3e667f77
dc00101858,Messerscheide mit der allegorischen Figur der Stärke,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e7240cb,dc00101858.m57d2f3e7240cb
dc00101859,Messerscheide mit Darstellung der Lucretia,1589,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e7e21c4,dc00101859.m57d2f3e7e21c4
dc00101860,Fingerhüte mit figürlichen Darstellungen; Blatt aus der Folge Fingerhüte,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3e8e12c0,dc00101860.m57d2f3e8e12c0
dc00101861,Zwei Messerscheiden mit biblischen Szenen,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ea0e538,dc00101861.m57d2f3ea0e538
dc00101862,Zwei Messerscheiden mit allegorischen Szenen,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3eb54c27,dc00101862.m57d2f3eb54c27
dc00101863,Titelblatt der Folge „Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ec4fb4e,dc00101863.m57d2f3ec4fb4e
dc00101864,Der Buchstabe A; Blatt aus der Folge „Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ed5793f,dc00101864.m57d2f3ed5793f
dc00101865,Der Buchstabe B; Blatt aus der Folge Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3ee82d34,dc00101865.m57d2f3ee82d34
dc00101866,Der Buchstabe C; Blatt aus der Folge Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3efb0912,dc00101866.m57d2f3efb0912
dc00101867,Der Buchstabe D; Blatt aus der Folge Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f0ea8af,dc00101867.m57d2f3f0ea8af
dc00101868,Der Buchstabe E; Blatt aus der Folge Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f22a4d7,dc00101868.m57d2f3f22a4d7
dc00101869,Der Buchstabe F; Blatt aus der Folge Nova Alphati Effictio Historiis,1575,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f370f3a,dc00101869.m57d2f3f370f3a
dc00101870,Der Buchstabe G; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f4755bd,dc00101870.m57d2f3f4755bd
dc00101871,Der Buchstabe H; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f5b18c4,dc00101871.m57d2f3f5b18c4
dc00101872,Der Buchstabe I; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f6d9989,dc00101872.m57d2f3f6d9989
dc00101873,Der Buchstabe K; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f80d6cd,dc00101873.m57d2f3f80d6cd
dc00101879,Der Buchstabe L; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3f918400,dc00101879.m57d2f3f918400
dc00101880,Der Buchstabe M; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3fa6f984,dc00101880.m57d2f3fa6f984
dc00101881,Der Buchstabe N; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3fba1771,dc00101881.m57d2f3fba1771
dc00101882,Der Buchstabe O; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3fca25fc,dc00101882.m57d2f3fca25fc
dc00101883,Der Buchstabe P; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3fdb6ceb,dc00101883.m57d2f3fdb6ceb
dc00101884,Der Buchstabe Q; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f3fee9051,dc00101884.m57d2f3fee9051
dc00101885,Der Buchstabe R; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f4001b1a0,dc00101885.m57d2f4001b1a0
dc00101886,Der Buchstabe S; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40131808,dc00101886.m57d2f40131808
dc00101887,Der Buchstabe T; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40252cf6,dc00101887.m57d2f40252cf6
dc00101888,Der Buchstabe U; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40369618,dc00101888.m57d2f40369618
dc00101889,Der Buchstabe W; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f4049ef32,dc00101889.m57d2f4049ef32
dc00101890,Der Buchstabe X; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f405cf78f,dc00101890.m57d2f405cf78f
dc00101891,Der Buchstabe Y; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f407146d4,dc00101891.m57d2f407146d4
dc00101892,Der Buchstabe Z; Blatt aus der Folge Nova Alphati Effictio Historiis,1595,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40839255,dc00101892.m57d2f40839255
dc00101907,Schrank; Blatt 1 aus einer Folge von Schränken mit Schnitzwerkverzierungen,1595,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eead4d627,dc00101907.m58c1eead4d627
dc00101908,Schrankfront mit drei Nischen mit je einem Putto; Blatt 2 aus einer Folge von Schränken mit Schnitzwerkverzierungen ,1595,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeaee4571,dc00101908.m58c1eeaee4571
dc00101909,Schrankfront; Blatt 3 aus einer Folge von Schränken mit Schnitzwerkverzierungen ,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb08141f,dc00101909.m58c1eeb08141f
dc00101910,Schrankfront mit einer Darstellung eines Liebespaares; Blatt 4 aus einer Folge von Schränken mit Schnitzwerkverzierungen,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb2156ff,dc00101910.m58c1eeb2156ff
dc00101911,Schrankfront; Blatt 5 aus einer Folge von Schränken mit Schnitzwerkverzierungen,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb3a0b27,dc00101911.m58c1eeb3a0b27
dc00101912,Schrankfront; oben ein Medaillon mit der Aufschrift „G. V. L. K. A.“; Blatt 6 aus einer Folge von Schränken mit Schnitzwerkverzierungen,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb546c98,dc00101912.m58c1eeb546c98
dc00101918,Degenscheide; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb6e6434,dc00101918.m58c1eeb6e6434
dc00101919,Degenscheide; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeb87cc30,dc00101919.m58c1eeb87cc30
dc00101920,Messergriff/Messerscheide; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeba11d25,dc00101920.m58c1eeba11d25
dc00101921,Degenscheide; Blatt  aus der Folge Varii Generis Opera Aurifabris Necessaria,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eebb8821b,dc00101921.m58c1eebb8821b
dc00101922,Degenscheide; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria,1598,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eebd1791c,dc00101922.m58c1eebd1791c
dc00101923,Schmuckanhänger,1598,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eebe85e4e,dc00101923.m58c1eebe85e4e
dc00101924,Anhänger mit Monogramm,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec06fd42,dc00101924.m58c1eec06fd42
dc00101925,Anhänger mit Monogramm,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec1dc039,dc00101925.m58c1eec1dc039
dc00101926,Anhänger mit Monogramm,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec365a1a,dc00101926.m58c1eec365a1a
dc00101927,Agraffe; Titelblatt einer Folge Varii Generis Opera Aurifabris Necessaria,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec4f2f02,dc00101927.m58c1eec4f2f02
dc00101928,Agraffe; Blatt einer Folge Varii Generis Opera Aurifabris Necessaria,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec69445f,dc00101928.m58c1eec69445f
dc00101929,Agraffe; Blatt einer Folge Varii Generis Opera Aurifabris Necessaria,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec82b31c,dc00101929.m58c1eec82b31c
dc00101930,Agraffe; Blatt einer Folge Varii Generis Opera Aurifabris Necessaria,1600,Frankfurt am Main ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eec98c037,dc00101930.m58c1eec98c037
dc00101931,Füllung mit Schweifwerkgroteske; Blatt 1 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1600,Straßburg ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eecb40526,dc00101931.m58c1eecb40526
dc00101932,Füllung mit Schweifwerkgroteske; Blatt 2 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1600,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeccc9acb,dc00101932.m58c1eeccc9acb
dc00101933,Füllung mit Schweifwerkgroteske; Blatt 3 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1600,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eece7dc09,dc00101933.m58c1eece7dc09
dc00101934,Füllung mit Schweifwerkgroteske; Blatt 5 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed01264e,dc00101934.m58c1eed01264e
dc00101935,Füllung mit Schweifwerk; Blatt 6 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed197fe2,dc00101935.m58c1eed197fe2
dc00101936,Füllung mit Schweifwerk; Blatt 7 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed3322fa,dc00101936.m58c1eed3322fa
dc00101937,Füllung mit Schweifwerkgroteske; Blatt 8 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed4c9314,dc00101937.m58c1eed4c9314
dc00101938,Füllung mit Schweifwerkgroteske; Blatt 9 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed66ec39,dc00101938.m58c1eed66ec39
dc00101939,Füllung mit Schweifwerk; Blatt 11 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed80dbbb,dc00101939.m58c1eed80dbbb
dc00101940,Füllung mit Schweifwerk; Blatt 12 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eed9a0914,dc00101940.m58c1eed9a0914
dc00101941,Säulen; Blatt 13 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eedb39044,dc00101941.m58c1eedb39044
dc00101942,Säulen; Blatt 14 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eedcdedbc,dc00101942.m58c1eedcdedbc
dc00101943,Säulen; Blatt 15 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eedea1f15,dc00101943.m58c1eedea1f15
dc00101944,Säulen; Blatt 16 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eee0535bd,dc00101944.m58c1eee0535bd
dc00101945,Füllung; Blatt 17 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eee210849,dc00101945.m58c1eee210849
dc00101946,Füllung; Blatt 18 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eee3af93e,dc00101946.m58c1eee3af93e
dc00101947,Füllung; Blatt 19 aus der Folge Schweyf Buoch. Coloniae  sumptibus ac formulis Iani Bussmacheri; anno salutis 1599,1599,Speyer ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eee563fb4,dc00101947.m58c1eee563fb4
dc00101951,Anhänger in Sternform und zwei kleinere Motive,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f409249ad,dc00101951.m57d2f409249ad
dc00101952,Anhänger aus Schweifwerk; in der Mitte Schwarzornament in Deltaform; unten Jäger und Hunde,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40a1717d,dc00101952.m57d2f40a1717d
dc00101954,Füllung; Titelblatt der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeea0d297,dc00101954.m58c1eeea0d297
dc00101956,Füllung; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeeb727a3,dc00101956.m58c1eeeb727a3
dc00101957,Füllung; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeecf05ca,dc00101957.m58c1eeecf05ca
dc00101958,Füllung; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1599,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeee6c755,dc00101958.m58c1eeee6c755
dc00101960,Füllung; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1590,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eeefe7296,dc00101960.m58c1eeefe7296
dc00101961,Füllung; Blatt aus der Folge Varii Generis Opera Aurifabris Necessaria; Paulus B. F. & Ex.,1590,Deutschland ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m58c1eef16c105,dc00101961.m58c1eef16c105
dc00101965,Titelblatt der Folge der Rankenfriese mit Vögeln und Blumen,1590,Nürnberg ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40ad953c,dc00101965.m57d2f40ad953c
dc00101966,Blatt aus der Folge der Rankenfriese mit Vögeln und Blumen,1590,Nürnberg ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40b83baa,dc00101966.m57d2f40b83baa
dc00101967,Blatt aus der Folge der Rankenfriese mit Vögeln und Blumen,1590,Nürnberg ,Ornamentstich,https://google.de,http://resources.digicult-museen.net/dam/provided_image/m57d2f40c51419,dc00101967.m57d2f40c51419
